district,rooms,size,level,max_levels,price
Учтепинский,3,100.0,2,4,67000.0
Мирабадский,3,75.0,5,9,110000.0
Сергелийский,4,100.0,7,9,45800.0
Мирабадский,6,170.0,2,9,165000.0
Мирабадский,2,65.0,7,9,70000.0
Мирабадский,3,75.0,6,9,88000.0
Мирзо-Улугбекский,3,75.0,7,9,65000.0
Мирзо-Улугбекский,3,78.0,3,4,55000.0
Шайхантахурский,4,130.0,4,4,72000.0
Мирзо-Улугбекский,3,94.0,2,9,51000.0
Шайхантахурский,2,60.0,1,5,54000.0
Учтепинский,4,80.0,3,5,58800.0
Мирзо-Улугбекский,3,80.0,5,5,39000.0
Мирзо-Улугбекский,2,50.0,1,4,30000.0
Мирзо-Улугбекский,3,100.0,2,6,120000.0
Мирзо-Улугбекский,2,40.0,1,3,26000.0
Мирзо-Улугбекский,2,40.0,5,5,31500.0
Яккасарайский,4,96.0,9,9,52000.0
Яшнободский,2,44.0,4,4,30500.0
Чиланзарский,4,85.0,4,5,47500.0
Мирзо-Улугбекский,3,68.0,3,4,40000.0
Шайхантахурский,3,92.0,4,8,99000.0
Юнусабадский,3,76.0,4,4,55000.0
Шайхантахурский,2,68.0,4,4,42000.0
Мирзо-Улугбекский,2,60.0,6,9,33500.0
Учтепинский,2,42.0,4,5,28500.0
Мирзо-Улугбекский,2,42.0,2,5,33500.0
Чиланзарский,2,60.0,2,4,42000.0
Мирзо-Улугбекский,2,50.0,5,5,35000.0
Юнусабадский,2,49.44,4,4,31000.0
Мирзо-Улугбекский,3,75.0,4,5,48000.0
Мирзо-Улугбекский,2,55.0,4,4,35000.0
Юнусабадский,2,50.0,4,4,33500.0
Яккасарайский,3,68.0,4,5,59000.0
Мирабадский,3,86.0,2,4,135000.0
Юнусабадский,3,66.0,3,4,75000.0
Мирабадский,3,132.0,3,4,65000.0
Яшнободский,2,56.0,5,5,29500.0
Яккасарайский,4,90.0,5,5,46000.0
Яккасарайский,2,64.0,1,5,42000.0
Юнусабадский,3,68.0,3,5,42100.0
Мирабадский,1,36.0,1,4,65000.0
Юнусабадский,2,60.0,3,5,44000.0
Чиланзарский,3,72.0,8,9,65000.0
Олмазорский,2,60.0,2,4,41000.0
Шайхантахурский,4,84.0,2,4,55000.0
Яккасарайский,2,65.0,5,9,48000.0
Олмазорский,3,91.0,3,3,85000.0
Юнусабадский,3,105.0,5,6,66455.0
Учтепинский,4,100.0,1,4,62000.0
Шайхантахурский,2,62.0,8,9,47500.0
Юнусабадский,2,52.0,5,9,41000.0
Юнусабадский,3,105.0,4,6,66847.0
Яккасарайский,2,55.0,4,4,38500.0
Яккасарайский,2,50.0,3,4,36000.0
Яккасарайский,4,100.0,2,9,66500.0
Мирзо-Улугбекский,2,70.0,3,9,90000.0
Чиланзарский,2,65.0,9,9,35000.0
Олмазорский,5,110.0,5,5,63500.0
Мирзо-Улугбекский,1,29.0,2,4,23990.0
Мирабадский,1,47.5,4,4,48900.0
Юнусабадский,4,100.0,2,5,70000.0
Юнусабадский,3,55.0,1,4,54000.0
Учтепинский,3,80.0,5,5,36000.0
Чиланзарский,2,50.0,4,5,33500.0
Чиланзарский,2,60.0,4,4,36500.0
Чиланзарский,1,42.0,6,9,27500.0
Чиланзарский,3,75.0,5,9,74500.0
Чиланзарский,1,42.0,2,5,28500.0
Чиланзарский,1,42.0,4,5,26500.0
Сергелийский,1,50.3,9,9,21660.0
Юнусабадский,3,75.0,5,5,37000.0
Юнусабадский,2,60.0,3,4,41000.0
Чиланзарский,4,100.0,4,9,90000.0
Юнусабадский,2,60.0,1,4,40000.0
Чиланзарский,3,68.0,4,4,38000.0
Чиланзарский,3,70.0,4,4,37000.0
Чиланзарский,3,67.0,4,4,36500.0
Чиланзарский,3,68.0,1,5,44000.0
Юнусабадский,2,55.0,2,5,30000.0
Чиланзарский,2,60.0,8,9,34500.0
Сергелийский,1,48.0,8,9,22907.0
Юнусабадский,2,74.0,3,6,46835.0
Чиланзарский,3,70.0,4,4,37500.0
Чиланзарский,3,72.0,3,9,47000.0
Чиланзарский,3,67.0,2,4,42000.0
Чиланзарский,2,60.0,4,4,36000.0
Чиланзарский,2,57.0,4,5,36500.0
Чиланзарский,2,50.0,4,5,32000.0
Чиланзарский,2,54.0,1,4,35500.0
Чиланзарский,2,50.0,2,4,36000.0
Чиланзарский,2,50.0,2,5,37500.0
Чиланзарский,2,60.0,3,9,38000.0
Чиланзарский,2,60.0,3,9,37000.0
Юнусабадский,3,66.19,4,4,40000.0
Юнусабадский,2,60.0,4,5,38000.0
Юнусабадский,1,38.0,3,4,25000.0
Юнусабадский,1,40.0,4,4,22500.0
Юнусабадский,2,55.0,1,4,31500.0
Мирзо-Улугбекский,2,51.33,4,4,42000.0
Юнусабадский,2,55.0,4,4,30000.0
Юнусабадский,1,40.0,4,5,24500.0
Юнусабадский,2,65.0,1,4,34000.0
Юнусабадский,4,100.0,2,5,51000.0
Мирзо-Улугбекский,3,120.0,4,9,155000.0
Юнусабадский,3,150.0,8,9,165000.0
Учтепинский,4,92.0,8,9,45000.0
Мирзо-Улугбекский,4,120.0,4,8,160000.0
Юнусабадский,2,60.0,1,4,41000.0
Олмазорский,1,22.0,7,9,15500.0
Юнусабадский,2,67.0,2,9,38000.0
Шайхантахурский,1,42.0,8,9,21000.0
Юнусабадский,2,60.0,1,5,39000.0
Юнусабадский,2,60.0,3,5,34500.0
Юнусабадский,2,60.0,3,5,41500.0
Юнусабадский,3,70.0,3,4,37000.0
Юнусабадский,2,57.6,4,4,35000.0
Яккасарайский,1,46.0,10,12,27598.0
Юнусабадский,2,55.0,3,4,34000.0
Юнусабадский,2,55.0,2,7,41000.0
Сергелийский,1,40.0,9,9,18332.0
Яккасарайский,1,30.0,3,4,26500.0
Шайхантахурский,4,85.0,2,5,55000.0
Шайхантахурский,4,85.0,2,5,55000.0
Юнусабадский,1,45.0,2,6,28481.0
Мирабадский,3,72.0,4,4,46000.0
Мирзо-Улугбекский,3,70.0,4,4,51500.0
Мирабадский,2,65.0,9,9,47000.0
Мирзо-Улугбекский,3,116.0,6,9,72356.0
Мирзо-Улугбекский,5,176.0,1,9,69724.0
Мирабадский,2,56.0,3,5,40000.0
Сергелийский,3,69.0,9,9,31622.0
Яккасарайский,1,45.0,6,7,55710.0
Яккасарайский,1,45.0,9,17,57853.0
Яшнободский,4,84.0,5,5,41000.0
Юнусабадский,2,61.0,2,5,39500.0
Юнусабадский,4,110.0,5,6,69620.0
Чиланзарский,2,50.0,2,4,32999.0
Юнусабадский,3,70.0,4,4,52000.0
Мирзо-Улугбекский,3,77.47,5,5,50000.0
Яккасарайский,1,37.0,9,10,26500.0
Сергелийский,1,46.7,9,9,20110.0
Мирзо-Улугбекский,3,87.65,10,11,56491.0
Юнусабадский,4,110.0,6,6,69620.0
Мирзо-Улугбекский,3,68.0,4,5,82000.0
Юнусабадский,1,45.0,2,6,28481.0
Сергелийский,3,74.0,5,7,44000.0
Олмазорский,3,70.0,3,4,41000.0
Сергелийский,2,88.9,9,9,38282.0
Яккасарайский,3,80.0,5,8,42000.0
Мирзо-Улугбекский,4,108.27,10,11,69780.0
Мирзо-Улугбекский,3,87.05,7,11,60260.0
Чиланзарский,2,58.0,4,4,37500.0
Юнусабадский,3,105.0,4,6,66455.0
Мирзо-Улугбекский,4,80.0,2,5,75000.0
Яшнободский,1,49.88,4,6,32245.0
Мирзо-Улугбекский,5,191.0,8,9,93128.0
Чиланзарский,1,46.0,2,5,37500.0
Яккасарайский,3,93.0,14,17,119562.0
Юнусабадский,3,108.0,6,9,75000.0
Яшнободский,6,160.0,6,7,82000.0
Мирзо-Улугбекский,4,150.0,4,8,180000.0
Чиланзарский,1,30.0,2,4,23000.0
Мирабадский,3,130.0,2,8,110000.0
Чиланзарский,2,52.0,4,4,33000.0
Олмазорский,3,69.0,1,4,50000.0
Мирабадский,2,60.0,4,9,80000.0
Мирзо-Улугбекский,2,40.0,1,3,25500.0
Чиланзарский,2,60.0,6,9,40000.0
Мирабадский,2,60.0,8,9,83000.0
Мирабадский,1,53.0,7,9,51000.0
Мирабадский,2,62.0,3,9,75000.0
Чиланзарский,4,80.0,5,5,43000.0
Чиланзарский,3,75.0,2,8,75000.0
Сергелийский,4,100.0,7,9,45800.0
Мирзо-Улугбекский,2,63.0,5,8,37197.0
Юнусабадский,2,60.0,1,4,37000.0
Юнусабадский,2,74.0,3,6,46835.0
Учтепинский,3,70.0,5,5,41500.0
Юнусабадский,2,80.0,3,6,50633.0
Мирзо-Улугбекский,4,72.0,2,5,58000.0
Мирзо-Улугбекский,3,87.65,8,11,58583.0
Яккасарайский,2,75.0,10,17,96421.0
Мирзо-Улугбекский,3,85.0,5,9,50000.0
Мирзо-Улугбекский,2,56.97,5,5,40000.0
Юнусабадский,2,58.0,3,4,32000.0
Юнусабадский,3,70.0,5,5,40000.0
Юнусабадский,1,43.0,1,4,33000.0
Олмазорский,2,57.0,4,5,33600.0
Учтепинский,2,60.0,7,9,36500.0
Юнусабадский,5,110.0,5,5,47000.0
Мирабадский,2,58.0,6,9,48000.0
Мирзо-Улугбекский,4,129.18,10,11,83257.0
Мирабадский,2,65.0,8,9,43000.0
Учтепинский,1,42.0,1,5,26000.0
Мирзо-Улугбекский,1,42.0,4,9,32500.0
Сергелийский,1,54.9,9,9,23641.0
Мирабадский,2,49.0,1,4,35000.0
Шайхантахурский,4,120.0,4,5,95000.0
Мирзо-Улугбекский,3,119.0,7,9,74280.0
Мирабадский,4,122.0,3,5,65000.0
Учтепинский,3,72.0,4,9,43500.0
Учтепинский,3,68.0,2,4,40000.0
Мирабадский,2,60.0,3,9,54000.0
Сергелийский,3,70.0,2,9,42000.0
Мирабадский,2,63.0,4,9,76000.0
Мирзо-Улугбекский,2,65.0,4,12,52500.0
Учтепинский,1,36.0,3,4,25500.0
Яккасарайский,2,74.0,3,8,52148.0
Сергелийский,2,86.6,9,9,37292.0
Сергелийский,2,74.0,9,9,33903.0
Учтепинский,1,43.0,1,5,25200.0
Яккасарайский,1,39.0,1,5,27500.0
Мирабадский,4,123.0,4,5,64000.0
Мирзо-Улугбекский,1,44.0,2,4,25000.0
Мирзо-Улугбекский,2,24.0,5,9,14000.0
Мирзо-Улугбекский,7,217.0,8,9,105805.0
Юнусабадский,2,58.0,4,4,37000.0
Мирзо-Улугбекский,2,62.0,2,9,44000.0
Мирабадский,3,74.0,3,9,70000.0
Мирабадский,3,74.0,2,9,73999.0
Мирзо-Улугбекский,3,85.0,1,9,52500.0
Юнусабадский,2,45.0,4,5,35500.0
Сергелийский,3,75.0,6,9,55000.0
Мирзо-Улугбекский,2,65.0,5,9,65000.0
Мирзо-Улугбекский,3,80.0,4,4,88000.0
Яшнободский,2,62.0,7,9,44000.0
Мирабадский,2,62.0,7,9,70000.0
Чиланзарский,2,40.0,3,4,38500.0
Чиланзарский,2,63.09,5,9,42000.0
Чиланзарский,2,45.0,3,4,41000.0
Чиланзарский,3,77.5,8,10,49600.0
Чиланзарский,2,63.09,5,9,42000.0
Шайхантахурский,3,78.0,8,12,45000.0
Чиланзарский,3,100.0,6,9,78000.0
Мирзо-Улугбекский,5,110.0,3,4,86000.0
Мирзо-Улугбекский,1,18.0,4,4,10000.0
Мирзо-Улугбекский,3,86.0,2,4,55000.0
Олмазорский,3,205.8,1,6,95000.0
Яшнободский,2,44.0,2,9,21000.0
Сергелийский,5,130.0,5,9,64000.0
Яшнободский,2,47.0,3,4,28500.0
Учтепинский,2,57.95,11,12,29500.0
Олмазорский,3,205.8,1,6,95000.0
Мирабадский,4,120.0,1,4,135000.0
Шайхантахурский,2,65.0,6,9,57000.0
Мирабадский,1,42.0,2,9,38000.0
Мирзо-Улугбекский,4,95.0,6,8,115000.0
Яшнободский,2,58.0,3,4,57000.0
Шайхантахурский,3,70.0,6,7,58000.0
Мирзо-Улугбекский,4,125.0,5,9,131500.0
Юнусабадский,1,39.0,3,9,33500.0
Мирабадский,4,121.0,6,10,110000.0
Мирабадский,2,62.0,1,9,67000.0
Яшнободский,2,48.0,3,4,36000.0
Яшнободский,3,70.0,1,4,46000.0
Юнусабадский,3,70.0,1,4,78000.0
Яккасарайский,5,213.0,8,9,185000.0
Яшнободский,3,78.0,2,9,72000.0
Мирзо-Улугбекский,2,52.19,3,9,37000.0
Чиланзарский,3,63.0,3,4,43000.0
Яшнободский,4,92.0,4,5,53999.0
Чиланзарский,4,125.0,4,4,75000.0
Мирабадский,4,100.0,1,9,145000.0
Шайхантахурский,2,58.0,6,9,44500.0
Сергелийский,2,63.0,7,16,33539.0
Мирзо-Улугбекский,3,70.0,8,9,56000.0
Мирзо-Улугбекский,3,75.0,5,9,62000.0
Шайхантахурский,4,95.0,4,9,75000.0
Юнусабадский,1,37.0,3,4,31000.0
Мирабадский,3,130.0,9,12,50000.0
Шайхантахурский,5,168.0,5,9,62000.0
Олмазорский,4,120.0,4,5,95000.0
Яккасарайский,2,48.0,5,9,23000.0
Сергелийский,3,95.0,9,9,43524.0
Мирабадский,2,56.0,3,5,38500.0
Шайхантахурский,3,85.0,4,12,53000.0
Юнусабадский,1,36.0,3,4,20500.0
Яшнободский,2,56.0,5,5,29500.0
Яшнободский,3,70.0,2,5,35500.0
Яшнободский,3,70.0,2,4,39500.0
Яшнободский,3,78.0,4,4,38500.0
Яшнободский,3,78.0,5,5,36000.0
Яшнободский,2,51.0,4,7,27000.0
Яшнободский,4,160.0,4,4,85000.0
Олмазорский,3,90.0,5,5,120000.0
Яккасарайский,2,77.0,6,8,56000.0
Мирабадский,3,90.0,9,9,63000.0
Мирабадский,4,120.0,4,8,160000.0
Яккасарайский,4,150.0,7,8,160000.0
Мирабадский,4,120.0,5,9,145000.0
Мирзо-Улугбекский,3,120.0,4,9,155000.0
Яшнободский,1,12.0,2,9,8999.0
Юнусабадский,2,52.0,2,5,32500.0
Яккасарайский,6,142.0,1,9,135000.0
Учтепинский,2,53.0,1,4,34500.0
Юнусабадский,2,51.0,3,4,26500.0
Шайхантахурский,2,57.0,2,5,37000.0
Учтепинский,1,38.0,1,4,27500.0
Яшнободский,2,54.0,4,4,31500.0
Мирабадский,2,62.0,2,4,76000.0
Учтепинский,2,45.0,4,4,26000.0
Мирабадский,4,110.0,9,9,70000.0
Сергелийский,2,57.0,1,7,34800.0
Мирабадский,4,110.0,4,4,45000.0
Мирзо-Улугбекский,1,70.0,4,5,38500.0
Яшнободский,3,58.0,1,5,40000.0
Олмазорский,2,56.47,2,4,35000.0
Юнусабадский,3,68.0,1,4,43000.0
Юнусабадский,2,60.0,1,5,39000.0
Юнусабадский,4,106.0,1,6,105000.0
Юнусабадский,4,86.0,2,5,70000.0
Юнусабадский,2,60.0,1,5,42000.0
Юнусабадский,3,70.0,2,4,48000.0
Сергелийский,2,41.0,2,3,29000.0
Олмазорский,1,42.0,1,5,23500.0
Сергелийский,2,59.0,1,5,38500.0
Шайхантахурский,2,50.0,8,12,29900.0
Мирзо-Улугбекский,3,95.0,5,18,66000.0
Сергелийский,4,91.0,4,5,43000.0
Шайхантахурский,2,50.0,8,12,29900.0
Яшнободский,1,29.7,1,1,20500.0
Мирзо-Улугбекский,1,36.0,3,4,25000.0
Чиланзарский,2,60.0,7,9,39985.0
Мирзо-Улугбекский,4,85.0,2,4,69990.0
Шайхантахурский,4,139.0,6,7,150000.0
Учтепинский,3,57.0,2,5,55000.0
Мирзо-Улугбекский,4,65.0,4,4,63000.0
Юнусабадский,1,44.0,2,7,60000.0
Чиланзарский,3,96.0,2,4,88000.0
Мирзо-Улугбекский,4,106.0,9,11,106000.0
Мирзо-Улугбекский,2,50.0,5,5,34500.0
Учтепинский,1,42.0,2,4,25700.0
Чиланзарский,1,42.0,3,4,26200.0
Чиланзарский,1,30.0,2,4,25700.0
Мирзо-Улугбекский,2,46.0,2,4,46500.0
Яккасарайский,3,105.0,5,10,125000.0
Мирзо-Улугбекский,2,46.0,5,5,38000.0
Яшнободский,2,35.0,7,9,19000.0
Юнусабадский,4,155.0,5,8,125000.0
Учтепинский,3,70.0,1,5,48000.0
Учтепинский,4,86.0,5,5,46000.0
Мирзо-Улугбекский,2,46.0,5,5,39000.0
Юнусабадский,3,78.0,4,4,48000.0
Мирабадский,3,72.0,2,9,82000.0
Чиланзарский,3,75.0,5,9,55000.0
Мирзо-Улугбекский,2,60.0,1,4,47500.0
Мирабадский,3,75.0,2,9,74000.0
Мирзо-Улугбекский,2,70.0,3,9,90000.0
Чиланзарский,3,61.0,3,4,38000.0
Шайхантахурский,3,92.0,4,8,115000.0
Юнусабадский,2,55.0,3,4,58000.0
Олмазорский,3,75.0,5,5,50000.0
Мирзо-Улугбекский,2,65.0,4,4,57000.0
Мирзо-Улугбекский,1,30.0,4,4,22000.0
Мирзо-Улугбекский,3,90.0,2,9,51000.0
Олмазорский,4,98.0,6,9,71000.0
Шайхантахурский,1,42.0,2,4,37000.0
Мирзо-Улугбекский,2,52.0,4,5,36000.0
Мирзо-Улугбекский,3,80.0,1,5,51000.0
Чиланзарский,3,48.0,4,5,39500.0
Сергелийский,1,39.0,5,5,21000.0
Мирзо-Улугбекский,2,60.0,4,4,31500.0
Мирзо-Улугбекский,3,94.0,5,5,50000.0
Яккасарайский,1,45.0,9,10,28000.0
Мирзо-Улугбекский,2,62.0,3,5,55000.0
Яшнободский,2,52.0,1,4,41000.0
Мирзо-Улугбекский,3,78.0,5,5,39000.0
Мирзо-Улугбекский,2,40.0,2,4,35500.0
Чиланзарский,1,26.0,1,4,29500.0
Олмазорский,2,74.0,4,9,41000.0
Мирзо-Улугбекский,3,67.0,9,9,29900.0
Мирзо-Улугбекский,2,60.0,3,9,45000.0
Юнусабадский,4,140.0,4,8,100000.0
Чиланзарский,1,30.0,2,4,25400.0
Чиланзарский,2,60.0,4,9,46500.0
Мирабадский,2,60.0,3,9,54000.0
Яккасарайский,3,70.0,4,5,60000.0
Яккасарайский,4,138.0,2,8,145000.0
Учтепинский,1,36.0,3,4,25200.0
Яккасарайский,2,48.0,5,9,23000.0
Мирзо-Улугбекский,3,78.0,3,4,47000.0
Чиланзарский,2,43.0,2,4,42000.0
Мирзо-Улугбекский,3,65.0,3,5,52000.0
Яшнободский,1,36.0,1,4,28000.0
Мирзо-Улугбекский,1,35.0,2,5,25500.0
Мирзо-Улугбекский,3,73.0,5,9,57000.0
Яшнободский,4,105.0,6,9,60000.0
Чиланзарский,2,43.0,1,4,33500.0
Юнусабадский,3,78.0,5,5,36500.0
Мирабадский,2,63.0,4,9,76000.0
Мирзо-Улугбекский,3,90.0,5,5,45000.0
Сергелийский,5,118.0,4,9,57993.0
Юнусабадский,3,75.0,4,4,52000.0
Мирзо-Улугбекский,3,74.0,5,9,62000.0
Мирабадский,4,150.0,3,8,54000.0
Юнусабадский,1,41.0,1,4,30000.0
Чиланзарский,3,120.0,2,8,160000.0
Мирзо-Улугбекский,4,97.0,4,9,95600.0
Мирабадский,5,110.0,5,9,140000.0
Учтепинский,3,72.0,9,9,40000.0
Мирзо-Улугбекский,3,94.0,16,23,118000.0
Мирабадский,2,115.0,7,8,160000.0
Яккасарайский,2,45.0,1,4,40000.0
Мирабадский,2,97.0,6,8,155000.0
Сергелийский,4,100.0,1,4,87000.0
Мирзо-Улугбекский,3,41.0,5,5,45000.0
Яккасарайский,4,60.0,4,4,75000.0
Чиланзарский,3,70.0,1,4,48000.0
Мирабадский,3,88.0,5,5,55000.0
Мирабадский,3,110.0,2,8,169000.0
Чиланзарский,3,70.0,3,4,55000.0
Юнусабадский,3,80.0,2,4,90000.0
Олмазорский,3,73.0,2,5,55000.0
Мирзо-Улугбекский,2,67.0,3,4,42200.0
Мирзо-Улугбекский,4,100.0,2,4,95000.0
Мирабадский,3,75.0,6,9,59500.0
Учтепинский,2,51.0,1,5,43500.0
Яккасарайский,4,170.0,2,6,2000.0
Мирабадский,2,55.0,2,4,26300.0
Шайхантахурский,1,70.0,6,7,57500.0
Мирзо-Улугбекский,3,68.0,4,4,47000.0
Шайхантахурский,3,101.0,3,7,105000.0
Яккасарайский,2,50.0,3,12,42000.0
Мирабадский,1,40.0,4,4,46500.0
Мирзо-Улугбекский,3,75.0,4,5,47000.0
Мирабадский,3,75.0,8,9,85000.0
Яшнободский,3,86.0,5,9,75000.0
Мирзо-Улугбекский,2,60.0,3,4,102000.0
Яшнободский,2,58.0,4,9,55000.0
Чиланзарский,3,114.0,2,9,160000.0
Чиланзарский,1,30.0,4,4,27700.0
Шайхантахурский,3,90.0,12,12,37000.0
Мирзо-Улугбекский,3,70.0,4,4,61000.0
Олмазорский,4,100.0,2,9,57000.0
Сергелийский,3,79.3,13,16,38448.0
Мирзо-Улугбекский,3,91.0,3,5,51000.0
Учтепинский,3,80.0,4,4,50000.0
Мирзо-Улугбекский,2,55.0,7,7,57000.0
Чиланзарский,3,75.0,5,9,57000.0
Мирабадский,2,45.0,6,9,58000.0
Мирзо-Улугбекский,2,90.0,2,9,51000.0
Чиланзарский,2,52.0,2,4,41500.0
Чиланзарский,3,65.0,4,4,42000.0
Чиланзарский,2,45.0,2,4,32000.0
Бектемирский,3,56.0,4,4,28100.0
Юнусабадский,3,78.0,4,4,55000.0
Мирзо-Улугбекский,2,60.0,6,9,34000.0
Мирабадский,4,90.0,6,9,73000.0
Мирзо-Улугбекский,3,73.0,5,5,52000.0
Мирзо-Улугбекский,1,20.0,3,4,12100.0
Учтепинский,2,42.0,4,5,28500.0
Мирабадский,3,105.0,7,9,125000.0
Мирзо-Улугбекский,2,42.0,2,5,33500.0
Бектемирский,2,30.0,1,4,26100.0
Мирабадский,2,55.0,5,5,35000.0
Мирзо-Улугбекский,2,50.0,5,5,35000.0
Мирзо-Улугбекский,2,55.0,4,4,35000.0
Юнусабадский,2,50.0,4,4,33500.0
Шайхантахурский,4,130.0,2,3,106000.0
Юнусабадский,1,45.0,4,4,26000.0
Мирзо-Улугбекский,1,42.0,1,4,26500.0
Яккасарайский,2,64.0,1,5,42000.0
Шайхантахурский,2,42.0,8,9,29999.0
Чиланзарский,2,50.0,2,4,45000.0
Яшнободский,2,30.0,7,9,21500.0
Чиланзарский,2,45.0,1,4,39000.0
Мирзо-Улугбекский,1,24.0,1,4,19000.0
Яккасарайский,2,49.0,5,9,23000.0
Яккасарайский,5,116.0,4,9,72000.0
Чиланзарский,2,40.0,4,4,30000.0
Чиланзарский,1,49.0,3,12,33500.0
Чиланзарский,2,45.0,4,4,35500.0
Юнусабадский,4,215.0,7,9,185000.0
Яккасарайский,3,93.0,5,7,75000.0
Яккасарайский,3,91.0,3,4,73000.0
Мирзо-Улугбекский,1,22.0,4,4,19000.0
Шайхантахурский,6,130.0,7,9,56000.0
Юнусабадский,4,95.13,8,9,68000.0
Яшнободский,2,55.0,4,5,54000.0
Сергелийский,2,59.8,16,16,27288.0
Мирзо-Улугбекский,2,94.0,1,5,32000.0
Юнусабадский,3,70.0,3,3,66000.0
Юнусабадский,3,70.0,4,4,63000.0
Юнусабадский,4,105.0,4,4,160000.0
Яккасарайский,2,56.0,7,12,36500.0
Мирзо-Улугбекский,3,70.0,4,4,64000.0
Мирзо-Улугбекский,3,82.0,4,4,88000.0
Шайхантахурский,2,55.0,2,5,55000.0
Чиланзарский,3,72.0,2,4,63000.0
Мирзо-Улугбекский,3,80.0,4,4,81000.0
Мирабадский,2,115.0,7,8,160000.0
Мирабадский,2,97.0,6,8,155000.0
Чиланзарский,4,96.0,2,4,58000.0
Чиланзарский,3,78.0,6,9,44500.0
Мирзо-Улугбекский,2,58.0,4,4,33000.0
Шайхантахурский,3,65.0,3,4,54000.0
Мирзо-Улугбекский,2,57.0,7,9,29000.0
Мирзо-Улугбекский,2,60.0,8,9,38000.0
Юнусабадский,2,58.0,5,9,42000.0
Мирзо-Улугбекский,2,50.0,4,4,28700.0
Мирабадский,1,55.0,2,9,61000.0
Шайхантахурский,3,45.0,2,5,28000.0
Юнусабадский,3,70.0,3,4,67000.0
Мирзо-Улугбекский,2,50.0,4,4,35500.0
Мирабадский,3,85.0,5,9,74000.0
Мирабадский,3,80.0,1,9,100000.0
Юнусабадский,3,68.0,3,4,68000.0
Шайхантахурский,6,154.0,4,5,129500.0
Юнусабадский,4,82.0,1,4,86000.0
Мирабадский,3,75.0,2,9,74000.0
Яккасарайский,3,100.0,5,5,100000.0
Юнусабадский,3,78.0,4,4,56000.0
Яшнободский,1,26.0,1,4,22000.0
Учтепинский,1,36.0,3,4,25500.0
Олмазорский,3,91.0,3,3,85000.0
Юнусабадский,3,65.0,4,4,53500.0
Чиланзарский,3,103.0,4,4,160000.0
Юнусабадский,5,183.5,4,5,203000.0
Чиланзарский,3,75.0,1,4,60000.0
Юнусабадский,1,67.0,8,9,42500.0
Юнусабадский,4,94.0,1,9,66000.0
Яшнободский,4,130.0,1,5,155000.0
Шайхантахурский,2,60.0,5,9,45000.0
Мирабадский,3,75.0,4,4,70000.0
Мирабадский,3,106.0,1,4,120000.0
Мирабадский,3,90.0,3,4,125000.0
Сергелийский,4,98.0,2,7,65000.0
Учтепинский,2,49.0,3,4,34500.0
Мирзо-Улугбекский,3,80.0,4,4,90000.0
Яккасарайский,2,48.0,5,9,23000.0
Мирзо-Улугбекский,3,73.0,9,9,45000.0
Мирзо-Улугбекский,3,70.0,2,5,66000.0
Чиланзарский,3,114.0,2,9,160000.0
Яккасарайский,2,48.0,1,4,38000.0
Учтепинский,1,39.0,3,4,25000.0
Шайхантахурский,3,75.0,2,9,52000.0
Мирзо-Улугбекский,3,94.0,16,23,118000.0
Мирабадский,3,110.0,2,8,169000.0
Яккасарайский,2,72.0,5,16,72000.0
Мирзо-Улугбекский,3,90.0,2,9,51000.0
Шайхантахурский,3,78.0,3,5,51000.0
Мирзо-Улугбекский,3,75.0,5,5,38000.0
Мирзо-Улугбекский,2,50.0,1,4,30000.0
Юнусабадский,2,65.0,1,4,34500.0
Мирзо-Улугбекский,2,40.0,1,3,26000.0
Яккасарайский,3,70.0,4,5,68000.0
Юнусабадский,3,78.0,4,4,55000.0
Олмазорский,3,64.0,7,9,58000.0
Мирзо-Улугбекский,2,48.0,1,4,31000.0
Чиланзарский,1,41.0,3,4,25800.0
Учтепинский,2,42.0,4,5,28500.0
Шайхантахурский,3,80.0,2,4,72000.0
Мирзо-Улугбекский,2,42.0,2,5,33500.0
Яшнободский,3,72.0,5,9,65000.0
Шайхантахурский,2,70.0,5,7,56000.0
Мирзо-Улугбекский,2,55.0,5,5,35000.0
Мирзо-Улугбекский,3,63.0,2,4,46000.0
Мирзо-Улугбекский,2,50.0,5,5,35000.0
Мирзо-Улугбекский,2,55.0,4,4,35000.0
Яккасарайский,6,213.0,8,9,165000.0
Юнусабадский,2,50.0,4,4,33500.0
Мирзо-Улугбекский,1,42.0,1,4,26499.0
Мирзо-Улугбекский,3,70.0,2,3,46500.0
Мирабадский,3,65.0,1,2,48000.0
Яшнободский,3,70.0,4,4,35000.0
Сергелийский,4,100.0,9,9,45000.0
Мирзо-Улугбекский,2,64.7,4,4,36200.0
Чиланзарский,4,87.71,2,9,70000.0
Мирабадский,4,98.0,3,4,53000.0
Яккасарайский,4,120.0,1,4,132000.0
Олмазорский,3,59.0,6,9,33000.0
Олмазорский,2,64.5,4,6,37410.0
Чиланзарский,3,87.0,4,4,55000.0
Чиланзарский,2,42.0,2,4,38500.0
Юнусабадский,1,38.0,1,4,26000.0
Чиланзарский,3,87.0,2,4,70000.0
Учтепинский,2,42.0,1,4,33500.0
Мирабадский,3,120.3,10,12,100000.0
Мирабадский,2,55.0,1,3,65000.0
Мирзо-Улугбекский,2,62.0,1,4,66000.0
Юнусабадский,4,90.0,5,5,44000.0
Яшнободский,2,60.0,6,9,77000.0
Мирзо-Улугбекский,3,70.0,2,5,54000.0
Мирабадский,4,187.0,4,5,145000.0
